activity_type,date_posted,year,activity_title,equipmend_used,indoor_outdoor,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_cadence,max_cadence,avg_pace,best_pace,elev_gain,elev_loss
running,01/07/2017,2017,Wooler Running,Brooks Running Trainers,outdoor,19.42,"3,052",04:18:57,156,171,4.8,148,248,13:20,07:12,"4,004","4,040"
running,29/06/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,3.47,364,30:57:00,127,155,2.1,168,181,08:55,06:36,187,177
running,28/06/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.12,425,31:22:00,139,160,2.7,172,183,07:37,06:34,185,214
running,25/06/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.42,561,40:33:00,144,161,3.1,176,182,07:29,06:39,197,194
running,24/06/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.5,694,48:16:00,149,166,3.5,173,182,07:26,06:36,338,333
running,22/06/2017,2017,Brougham Running,Brooks Running Trainers,outdoor,2.59,286,21:11,139,166,2.5,176,196,08:11,05:56,167,150
running,21/06/2017,2017,Brougham Running,Brooks Running Trainers,outdoor,3.11,315,23:31,139,159,2.5,176,188,07:33,06:18,148,171
running,20/06/2017,2017,Brougham Running,Brooks Running Trainers,outdoor,4.45,475,34:27:00,146,164,3,174,192,07:44,06:53,328,356
cycling,19/06/2017,2017,Brougham Cycling,Scott Road Bike,outdoor,2.44,155,10:16,--,--,0,--,--,14.3,24.2,118,114
running,18/06/2017,2017,Wooler Running,Brooks Running Trainers,outdoor,8.03,982,01:16:30,146,172,3,162,212,09:32,05:25,930,933
running,15/06/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,0.41,42,02:55.4,149,161,1.4,176,180,07:03,06:17,21,--
running,15/06/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.11,609,42:32:00,150,180,3.3,173,190,06:58,05:37,255,285
cycling,15/06/2017,2017,Indoor cycling,Spinner Bike,indoor,0,159,15:30,120,147,1.6,122,125,--,--,--,--
cycling,14/06/2017,2017,Indoor cycling,Spinner Bike,indoor,7.46,242,20:50,128,154,2.2,122,122,21.5,--,--,--
cycling,13/06/2017,2017,Indoor cycling,Spinner Bike,indoor,6.46,242,21:12,127,149,2.1,122,138,18.3,--,--,--
running,12/06/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.18,652,45:53:00,148,165,3.4,172,180,07:25,06:46,194,170
running,11/06/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.12,434,29:47:00,150,169,3.2,172,182,07:13,06:22,218,217
running,10/06/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,8.45,934,01:03:40,154,175,4.1,174,186,07:32,06:02,410,409
running,08/06/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.7,411,33:33:00,141,182,2.5,179,217,07:08,04:32,114,141
cycling,08/06/2017,2017,Indoor cycling,Spinner Bike,indoor,6.21,112,17:19,100,142,1.3,121,121,21.5,--,--,--
cycling,05/06/2017,2017,Indoor cycling,Spinner Bike,indoor,9.32,270,25:08:00,125,157,2.1,122,123,22.3,--,--,--
running,04/06/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.54,582,41:13:00,153,171,3.5,175,184,07:26,06:23,234,222
running,01/06/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.51,469,35:19:00,149,175,3.2,173,247,07:50,02:45,165,170
running,31/05/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.02,549,47:39:00,140,155,2.6,171,222,07:55,07:01,251,250
cycling,30/05/2017,2017,Indoor cycling,Spinner Bike,indoor,15,198,25:04:00,112,133,1.6,122,122,35.9,--,--,--
running,28/05/2017,2017,Earle Running,Brooks Running Trainers,outdoor,14.25,"2,248",03:03:19,149,173,3.5,152,234,12:52,07:28,"3,292","3,282"
running,25/05/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.71,737,50:48:00,151,169,3.7,173,182,07:34,06:25,387,413
running,24/05/2017,2017,Horncliffe Running,Brooks Running Trainers,outdoor,5.64,607,41:36:00,153,174,3.6,172,180,07:23,06:41,194,182
running,21/05/2017,2017,Earle Running,Brooks Running Trainers,outdoor,12.06,"1,654",02:12:15,148,175,3.3,158,243,10:58,06:18,"2,153","2,139"
running,20/05/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.6,716,47:33:00,153,171,3.6,175,185,07:13,06:04,222,251
running,18/05/2017,2017,Wooler Running,Brooks Running Trainers,outdoor,8.03,898,01:10:11,146,171,2.9,169,198,08:45,05:17,889,891
running,14/05/2017,2017,Earle Running,Brooks Running Trainers,outdoor,12.18,"1,951",02:20:14,153,176,3.6,155,243,11:31,05:24,"2,277","2,250"
cycling,13/05/2017,2017,Indoor cycling,Spinner Bike,indoor,10.31,416,30:18:00,138,163,2.9,--,--,20.4,--,--,--
running,11/05/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.02,581,42:35:00,146,180,3,178,239,07:04,04:47,246,242
cycling,10/05/2017,2017,Indoor cycling,Spinner Bike,indoor,7.21,259,20:09,132,158,2.3,--,--,21.5,--,--,--
running,08/05/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.31,528,39:11:00,142,158,2.9,173,185,07:22,06:43,211,243
cycling,07/05/2017,2017,Indoor cycling,Spinner Bike,indoor,9.94,378,30:31:00,133,161,2.8,--,--,19.5,--,--,--
running,04/05/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.2,605,41:10:00,156,178,3,177,198,06:39,05:34,206,224
running,03/05/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.06,520,37:17:00,150,169,3.3,173,183,07:22,06:38,197,223
running,30/04/2017,2017,Wooler Running,Brooks Running Trainers,outdoor,9.03,"1,142",01:25:40,150,185,3.2,167,247,09:29,05:11,"1,487","1,491"
running,29/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.14,691,46:32:00,156,179,3.7,174,179,07:35,06:51,173,169
running,27/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.17,692,46:37:00,155,182,3.5,173,196,07:34,05:16,331,327
running,23/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,0.41,49,03:25.7,144,152,1.4,173,178,08:17,07:37,21,--
cycling,23/04/2017,2017,Indoor cycling,Spinner Bike,indoor,0,577,43:13:00,141,165,2.9,--,--,--,--,--,--
running,23/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,0.71,90,05:25.6,170,185,2.1,173,182,07:37,07:16,23,41
running,22/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,0.41,47,03:10.0,151,161,1.4,175,180,07:40,07:17,21,--
cycling,22/04/2017,2017,Indoor cycling,Spinner Bike,indoor,0,622,44:15:00,144,162,3.2,--,--,--,--,--,--
running,22/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,0.42,39,03:08.6,132,140,1.2,174,178,07:28,07:00,--,18
running,20/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.14,436,29:37:00,153,176,3.1,175,239,07:09,06:39,160,159
running,19/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,2.54,267,19:38,139,148,2.4,175,180,07:44,07:05,77,75
running,18/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,2.59,270,20:00,139,150,2.4,174,181,07:43,07:25,58,42
running,17/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,2.53,258,18:09,150,173,2.6,173,177,07:11,06:38,62,53
running,16/04/2017,2017,Kyloe Running,Brooks Running Trainers,outdoor,9.03,"1,021",01:09:25,156,174,3.7,173,187,07:41,05:36,681,692
running,15/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.23,463,31:26:00,152,167,3.2,173,181,07:26,06:45,217,212
running,13/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.32,689,45:23:00,158,177,3.5,171,195,08:31,05:21,430,426
running,10/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.22,638,45:54:00,146,164,3.2,172,178,07:23,06:43,175,157
running,06/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.03,453,33:00:00,147,172,2.8,183,233,06:34,04:10,294,324
running,04/04/2017,2017,Kyloe Running,Brooks Running Trainers,outdoor,6.12,672,48:30:00,146,166,3.2,171,187,07:56,05:55,531,537
running,02/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.27,563,38:45:00,150,170,3.4,173,196,07:21,05:25,266,274
running,01/04/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.05,530,37:07:00,151,166,3.3,172,178,07:21,06:19,232,230
running,30/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.13,666,43:36:00,160,179,3.8,175,186,07:07,05:49,322,332
running,28/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.02,403,29:51:00,144,162,3.1,173,180,07:25,06:30,173,170
running,26/03/2017,2017,Kyloe Running,Brooks Running Trainers,outdoor,10.12,"1,100",01:28:52,148,173,3,170,217,08:47,06:16,"1,012",997
running,25/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.27,474,32:41:00,150,166,3.2,175,181,07:39,06:54,218,217
running,24/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.2,646,47:06:00,147,169,3.3,172,180,07:36,06:41,179,166
running,19/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,7.17,857,53:52:00,161,174,4.7,176,190,07:31,05:37,311,318
running,16/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.03,468,34:54:00,148,174,3,176,202,06:56,04:52,113,124
running,15/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,2.58,271,20:04,141,156,2.7,175,182,07:46,07:12,65,67
running,14/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,2.53,264,18:40,146,155,2.8,174,180,07:24,06:28,66,65
running,14/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,3.23,352,25:34:00,144,157,3,173,180,07:56,07:06,115,126
running,09/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.13,617,44:26:00,151,170,3.4,176,189,07:15,05:44,111,116
running,08/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.1,532,39:03:00,146,170,3.4,173,180,07:39,06:25,190,323
running,05/03/2017,2017,Kyloe Running,Brooks Running Trainers,outdoor,11.53,"1,182",01:46:33,143,166,3.2,169,183,09:14,07:20,"1,064","1,046"
running,04/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.24,459,33:41:00,142,161,3.1,172,181,07:56,07:01,223,221
running,01/03/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.64,483,37:31:00,140,160,3,169,180,08:05,07:14,162,154
running,26/02/2017,2017,Cheswick Running,Brooks Running Trainers,outdoor,5.4,615,41:08:00,154,169,3.9,173,179,07:37,05:45,303,200
running,25/02/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.66,541,35:05:00,157,174,3.9,175,183,07:32,06:40,171,167
running,23/02/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.56,768,52:14:00,153,169,3.9,173,181,07:58,01:21,306,317
lap_swimming,20/02/2017,2017,Swimming ,none,indoor,"1,800",687,55:45:00,--,--,0,--,--,03:06,01:00:00,--,--
lap_swimming,16/02/2017,2017,Swimming ,none,indoor,"2,000",559,45:23:00,--,--,0,--,--,02:16,01:00:00,--,--
lap_swimming,13/02/2017,2017,Swimming ,none,indoor,"1,900",668,54:14:00,--,--,0,--,--,02:51,01:00:00,--,--
lap_swimming,12/02/2017,2017,Swimming ,none,indoor,"1,900",696,56:31:00,--,--,0,--,--,02:58,01:00:00,--,--
running,11/02/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.11,571,38:51:00,149,169,3.5,176,182,07:36,05:22,151,146
running,09/02/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.05,552,37:31:00,149,170,3.5,174,180,07:25,06:27,205,201
lap_swimming,06/02/2017,2017,Swimming ,none,indoor,"2,100",708,57:28:00,--,--,0,--,--,02:44,01:00:00,--,--
running,05/02/2017,2017,Kyloe Running,Brooks Running Trainers,outdoor,10.01,"1,259",01:35:04,--,--,0,169,191,09:29,05:58,907,906
running,04/02/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.21,800,47:53:00,--,--,0,175,181,07:43,06:58,201,196
running,02/02/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.71,733,41:30:00,--,--,0,174,216,07:16,04:24,267,288
lap_swimming,30/01/2017,2017,Swimming ,none,indoor,"2,600",734,59:36:00,--,--,0,--,--,02:18,01:00:00,--,--
running,29/01/2017,2017,Tweeddale West Ward Running,Brooks Running Trainers,outdoor,4.17,521,31:22:00,--,--,0,171,216,07:32,05:16,497,519
running,26/01/2017,2017,Running,Brooks Running Trainers,outdoor,6.18,782,42:39:00,--,--,0,176,184,06:54,06:06,269,285
running,23/01/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.63,588,37:59:00,--,--,0,173,183,08:12,07:05,204,212
lap_swimming,23/01/2017,2017,Swimming ,none,indoor,"2,000",725,58:48:00,--,--,0,--,--,02:41,01:00:00,--,--
cycling,22/01/2017,2017,Berwick-upon-Tweed Cycling,Scott Road Bike,outdoor,30.3,"1,403",01:50:50,149,174,3.7,--,--,16.4,29.5,846,832
strength_training,20/01/2017,2017,Strength Training,none,indoor,0,337,38:01:00,115,144,2.1,--,--,--,--,--,--
strength_training,19/01/2017,2017,Strength Training,none,indoor,0,119,32:43:00,89,109,1.1,--,--,--,--,--,--
strength_training,18/01/2017,2017,Strength Training,none,indoor,0,333,39:23:00,113,143,2,--,--,--,--,--,--
strength_training,17/01/2017,2017,Strength Training,none,indoor,0,397,41:33:00,119,141,2.1,--,--,--,--,--,--
lap_swimming,16/01/2017,2017,Swimming ,none,indoor,"1,750",668,54:10:00,--,--,0,--,--,03:06,01:00:00,--,--
strength_training,16/01/2017,2017,Strength Training,none,indoor,0,202,26:01:00,110,150,1.7,--,--,--,--,--,--
running,12/01/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,5.71,734,41:33:00,--,--,0,175,185,07:17,05:41,57,56
running,11/01/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.59,592,34:32:00,--,--,0,175,184,07:31,06:40,182,232
running,07/01/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,6.24,804,46:56:00,--,--,0,174,181,07:32,07:00,162,153
running,05/01/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,4.15,531,30:22:00,--,--,0,174,181,07:19,06:39,152,127
running,03/01/2017,2017,Berwick-upon-Tweed Running,Brooks Running Trainers,outdoor,3.6,458,28:05:00,--,--,0,177,194,07:48,05:27,179,179
running,01/01/2017,2017,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,13.34,"1,713",01:38:48,--,--,0,176,193,07:24,06:26,578,578
running,30/12/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.18,538,30:55:00,--,--,0,176,183,07:24,06:45,136,145
cycling,30/12/2016,2016,Berwick-upon-Tweed Cycling,Scott Road Bike,outdoor,12.77,762,53:24:00,--,--,0,--,--,14.4,30.1,513,529
running,29/12/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.05,649,36:10:00,--,--,0,175,199,07:09,04:23,275,291
running,27/12/2016,2016,Whittingham Running,Adidas Running Trainers,outdoor,6.55,829,59:33:00,--,--,0,168,198,09:06,06:24,600,622
running,26/12/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.51,581,33:00:00,--,--,0,174,186,07:19,06:22,221,208
running,22/12/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.55,694,48:20:00,149,170,3.5,173,183,07:23,05:59,259,268
running,21/12/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.09,446,29:13:00,156,186,3.4,175,183,07:09,06:15,128,118
running,19/12/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.02,519,38:37:00,142,158,3.2,170,180,07:41,07:07,145,145
cycling,18/12/2016,2016,Berwick-upon-Tweed Cycling,Scott Road Bike,outdoor,21.74,"1,026",01:18:40,147,171,3.6,--,--,16.6,28.5,564,570
cycling,17/12/2016,2016,Berwick-upon-Tweed Cycling,Scott Road Bike,outdoor,16.03,764,01:00:32,144,172,3.1,--,--,15.9,24.8,521,529
running,15/12/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.73,709,40:27:00,163,179,3,175,216,07:03,03:44,104,112
lap_swimming,12/12/2016,2016,Swimming ,none,indoor,"2,100",739,01:00:00,--,--,0,--,--,02:51,01:00:00,--,--
running,08/12/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.21,674,43:43:00,158,180,4.2,175,181,07:03,05:50,318,318
running,07/12/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,10.27,"1,103",01:22:55,145,164,3.4,171,181,08:04,07:05,421,413
running,04/12/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,3.72,470,26:25:00,172,181,4.1,176,206,07:06,04:54,174,154
running,04/12/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,1.69,181,11:52,152,180,2.5,176,237,07:02,06:02,42,160
running,01/12/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.14,637,42:33:00,153,171,3.5,174,191,06:56,05:02,129,132
lap_swimming,30/11/2016,2016,Swimming ,none,indoor,"1,500",558,45:15:00,--,--,0,--,--,03:01,01:00:00,--,--
lap_swimming,28/11/2016,2016,Swimming ,none,indoor,"1,600",736,59:44:00,--,--,0,--,--,03:44,01:00:00,--,--
running,27/11/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.63,517,34:30:00,151,170,3.5,173,182,07:27,06:36,157,147
lap_swimming,21/11/2016,2016,Swimming ,none,indoor,"2,050",849,01:08:52,--,--,0,--,--,03:22,01:00:00,--,--
running,20/11/2016,2016,Galashiels and District Ward Running,Adidas Running Trainers,outdoor,3.6,440,28:15:00,--,--,0,172,197,07:51,05:08,309,298
running,17/11/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.11,640,47:07:00,145,181,3.1,171,191,07:43,05:09,93,104
lap_swimming,16/11/2016,2016,Swimming ,none,indoor,"1,750",791,01:04:11,--,--,0,--,--,03:40,01:00:00,--,--
lap_swimming,14/11/2016,2016,Swimming ,none,indoor,"1,500",754,01:01:11,--,--,0,--,--,04:05,01:00:00,--,--
lap_swimming,13/11/2016,2016,Swimming ,none,indoor,"1,250",844,01:01:11,--,--,0,--,--,01:00:00,01:00:00,--,--
cycling,12/11/2016,2016,Indoor cycling,Spinner Bike,indoor,0,124,17:30,109,125,1.2,--,--,--,--,--,--
running,12/11/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.03,441,30:14:00,145,159,3.2,173,178,07:30,06:51,--,--
running,10/11/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.25,711,44:06:00,158,174,4.3,174,181,07:04,06:09,299,320
lap_swimming,09/11/2016,2016,Swimming ,none,indoor,"1,650",818,01:06:22,--,--,0,--,--,04:01,01:00:00,--,--
lap_swimming,07/11/2016,2016,Swimming ,none,indoor,"1,300",678,01:07:14,--,--,0,--,--,05:10,01:00:00,--,--
running,06/11/2016,2016,Leaderdale and Melrose Ward Running,Adidas Running Trainers,outdoor,4.28,579,34:55:00,165,182,4.1,171,211,08:10,05:50,360,355
running,03/11/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.12,666,45:50:00,148,179,3.6,172,181,07:29,06:13,277,282
lap_swimming,02/11/2016,2016,Swimming ,none,indoor,"1,350",755,01:01:17,--,--,0,--,--,04:32,01:00:00,--,--
lap_swimming,31/10/2016,2016,Swimming ,none,indoor,"1,000",574,46:35:00,--,--,0,--,--,04:40,01:00:00,--,--
running,31/10/2016,2016,Running,Adidas Running Trainers,outdoor,4.71,499,36:51:00,144,165,3.1,169,179,07:50,06:52,"1,093","1,047"
lap_swimming,30/10/2016,2016,Swimming ,none,indoor,750,876,45:13:00,--,--,0,--,--,06:02,01:00:00,--,--
lap_swimming,27/10/2016,2016,Swimming ,none,indoor,"1,000",736,59:43:00,--,--,0,--,--,05:58,01:00:00,--,--
lap_swimming,26/10/2016,2016,Swimming ,none,indoor,600,686,55:41:00,--,--,0,--,--,09:17,01:00:00,--,--
strength_training,25/10/2016,2016,Strength Training,none,indoor,0,320,37:02:00,117,151,1.9,--,--,--,--,--,--
running,20/10/2016,2016,Running,Adidas Running Trainers,outdoor,6.02,598,41:05:00,152,181,3.3,175,216,06:49,03:14,722,758
running,18/10/2016,2016,Running,Adidas Running Trainers,outdoor,0.41,53,03:15.2,--,--,0,170,180,07:53,07:08,36,56
cycling,17/10/2016,2016,Indoor cycling,Spinner Bike,indoor,0,433,41:36:00,124,149,2.2,--,--,--,--,--,--
running,15/10/2016,2016,Running,Adidas Running Trainers,outdoor,4.13,450,30:28:00,148,176,3,173,178,07:22,07:07,594,545
running,13/10/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.23,708,45:58:00,151,167,3.5,171,194,07:22,04:53,273,269
cycling,10/10/2016,2016,Indoor cycling,Spinner Bike,indoor,0,608,42:29:00,144,166,3.2,--,--,--,--,--,--
cycling,08/10/2016,2016,Indoor cycling,Spinner Bike,indoor,0,611,43:14:00,145,170,3.1,--,--,--,--,--,--
running,08/10/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.8,660,42:24:00,152,168,3.5,173,198,07:19,06:40,198,195
running,06/10/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.16,577,36:27:00,155,173,3.4,171,190,07:04,04:25,186,205
cycling,05/10/2016,2016,Indoor cycling,Spinner Bike,indoor,0,576,44:17:00,137,164,3,--,--,--,--,--,--
cycling,04/10/2016,2016,Indoor cycling,Spinner Bike,indoor,2.15,243,39:14:00,--,--,0,145,249,3.3,19.7,--,20
running,02/10/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,5.47,633,41:23:00,148,168,3.3,173,185,07:34,06:46,258,257
running,01/10/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.2,710,46:17:00,147,163,3.3,171,178,07:28,06:50,205,189
cycling,30/09/2016,2016,Indoor cycling,Spinner Bike,indoor,0,616,43:57:00,139,168,3.2,--,--,--,--,--,--
running,29/09/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.01,663,41:31:00,155,179,3.2,172,198,06:54,04:43,100,105
cycling,27/09/2016,2016,Indoor cycling,Spinner Bike,indoor,0,613,43:12:00,142,173,3.1,--,--,--,--,--,--
cycling,26/09/2016,2016,Indoor cycling,Spinner Bike,indoor,0,606,46:14:00,134,164,3,--,--,--,--,--,--
strength_training,25/09/2016,2016,Strength Training,none,indoor,0,452,41:34:00,124,153,2.2,--,--,--,--,--,--
cycling,23/09/2016,2016,Indoor cycling,Spinner Bike,indoor,0,572,42:57:00,135,172,2.9,--,--,--,--,--,--
running,22/09/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.65,425,29:05:00,149,176,2.6,177,220,06:15,03:52,92,110
running,22/09/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,3.57,412,25:37:00,151,162,3.1,175,180,07:11,06:25,154,213
cycling,22/09/2016,2016,Indoor cycling,Spinner Bike,indoor,0,504,44:11:00,126,170,2.4,--,--,--,--,--,--
cycling,21/09/2016,2016,Indoor cycling,Spinner Bike,indoor,0,632,41:49:00,144,179,3.4,--,--,--,--,--,--
strength_training,21/09/2016,2016,Strength Training,none,indoor,0,357,38:31:00,117,149,1.9,--,--,--,--,--,--
cycling,19/09/2016,2016,Indoor cycling,Spinner Bike,indoor,0,485,46:14:00,122,149,2.1,--,--,--,--,--,--
running,18/09/2016,2016,Fa'side Ward Running,Adidas Running Trainers,outdoor,13.19,"1,186",01:33:12,141,161,2.9,173,203,07:04,04:34,72,186
cycling,17/09/2016,2016,Indoor cycling,Spinner Bike,indoor,0,526,42:19:00,133,161,2.6,--,--,--,--,--,--
running,14/09/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.08,427,30:56:00,140,175,2.5,170,178,07:34,03:28,166,159
running,10/09/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,3.26,345,24:39:00,139,150,2.3,172,180,07:33,06:36,114,109
running,08/09/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.66,676,46:45:00,148,162,3.1,173,196,07:01,05:56,342,347
cycling,08/09/2016,2016,Indoor cycling,Spinner Bike,indoor,0,231,37:09:00,100,131,1.2,--,--,--,--,--,--
running,06/09/2016,2016,Horncliffe Running,Adidas Running Trainers,outdoor,5.38,554,39:53:00,140,160,2.8,174,180,07:24,07:00,157,159
running,05/09/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.01,408,31:21:00,133,151,2.3,171,176,07:49,06:40,140,137
running,04/09/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,10.11,"1,061",01:15:36,146,164,3.1,176,192,07:29,06:08,411,409
running,03/09/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.08,435,30:43:00,142,158,2.7,174,180,07:31,07:02,196,201
running,01/09/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.24,666,42:27:00,154,174,3.6,176,192,06:48,06:09,342,343
running,31/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,7.03,744,52:21:00,144,162,3.2,171,179,07:27,06:33,271,267
running,29/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,1.35,124,29:35:00,--,--,0,107,129,21:56,16:48,60,72
running,29/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,6.13,673,45:46:00,147,163,3.2,172,176,07:28,06:58,177,176
strength_training,29/08/2016,2016,Strength Training,none,indoor,0,523,50:29:00,128,154,2.5,--,--,--,--,--,--
strength_training,27/08/2016,2016,Strength training,none,indoor,0,447,47:23:00,120,149,2,--,--,--,--,--,--
running,26/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,4.07,440,29:18:00,147,162,3,176,180,07:12,06:43,113,131
running,25/08/2016,2016,Berwick-upon-Tweed Running,Adidas Running Trainers,outdoor,3.08,326,19:21,163,177,3.2,179,194,06:17,04:32,248,245
